Name,City,Attachments,Status,Gender,Your city,Employment status,Your employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Other technologies/programming languages you use often,Years in the current workplace,What languages do you speak and use at work?,Have you completed your higher education in Germany?,Your main technology,Just a few more general questions,Company size,Annual Brutto salary without bonus and stocks in EUR,Annual Brutto salary with bonus and stocks in EUR,Annual bonus+stocks one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",About you (anonymously),Working hours per week
,Frankfurt,,,,,Full-time employee,,Software / Solutions Architect,,8,8,Lead,,Other,,2,"German,English",Yes,SFDC,,1000+,110000,12000,100000,30,,,,,,
,Frankfurt,,,,,Full-time employee,,Product Manager,,3,3,Middle,,Other,PHP,3,German,Yes,,,1000+,65000,72000,62000,31,,,,,,
,Frankfurt,,,,,Full-time employee,,Network / Security Engineer / System Administrator,,15,4,Middle,,Bash,"Python,PHP,Perl",4,"English,German",No,,,51-100,62000,72000,,28,,,,,,
,Frankfurt,,,,,Full-time employee,,DevOps,,7,2,Middle,,Bash,"AWS,Terraform,Docker",2,English,No,,,101-1000,58000,63000,,30,,,,,,
,Frankfurt,,,,,Full-time employee,,Backend Developer,,12,1,Senior,,Java,"SQL,Other,Docker",1,"English,Russian",No,,,11-50,80000,10000,,,,,,,,
,Frankfurt,,,,,Full-time employee,,BI Developer / Data Engineer,,5,5,Middle,,Java,,5,"Russian,German,English",Yes,,,51-100,48000,51500,,29,,,,,,
,Frankfurt,,,,,Full-time employee,,Software Engineer,,20,20,Lead,,Other,"Java / Scala,Python,Javascript / Typescript, React,Clojure,Docker,SQL,NodeJS,Kotlin",0,"English,German",Yes,Clojure,,11-50,78000,78000,80000,28,,,,,,
,Frankfurt,,,,,Full-time employee,,Head / Principal / VP,,12,0,Head,,Other,"Other,AWS,Google Cloud,Azure",0,English,No,Security Appliances,,101-1000,110000,135000,,30,,,,,,
,Frankfurt,,,,,Full-time employee,,Software Engineer,,15,2,Senior,,C# / .NET,SQL,2,English,No,,,1000+,81000,83000,81000,30,,,,,,
,Frankfurt,,,,,Full-time employee,,Software / Solutions Architect,,4,2,Middle,,Other,,0,"English,German,Russian",Yes,Pegasystems,,1000+,75000,81000,55000,30,,,,,,
,Frankfurt,,,,,Full-time employee,,Head / Principal / VP,,20,20,Head,,JavaScript / Typescript,"Python,Java / Scala,C# / .NET core,PHP, React,NodeJS,.NET,Terraform,Docker,Kubernetes,AWS,SQL",1,"English,German",Yes,,,101-1000,90000,96000,86000,28,,,,,,
,Frankfurt,,,,,Full-time employee,,Other,SWE/DS/DE Consultant,1,1,Junior,,Python,"Java / Scala,C# / .NET core,Javascript / Typescript,SQL,Azure,Google Cloud,Docker,Other",1,"English,German",Yes,,,101-1000,61000,61000,,28,,,,,,
,Frankfurt,,,,,Self-employed (freelancer),,Backend Developer,,8,1,Senior,,Java,,5,"English,Russian",No,,,up to 10,,,,,75,240,10,,,
,Frankfurt,,,,,Full-time employee,,Product Manager,,12,5,Lead,,Other,,5,"English,German,Russian",No,N.a.,,1000+,67000,70000,60000,30,,,,,,
,Frankfurt,,,,,Full-time employee,,Software / Solutions Architect,,8,7,Senior,,Java,,2,"English,German",Yes,,,1000+,100000,120000,,,,,,,,
,Frankfurt,,,,,Full-time employee,,QA Engineer,,4,1,Middle,,Java,Kotlin,1,"English,Russian",Yes,,,11-50,50000,500000,,24,,,,,,
,Frankfurt,,,,,Full-time employee,,Software Engineer,,8,25,Senior,,Java,,0,"English,Russian",No,,,1000+,83500,90000,65000,30,,,,,,
,Hamburg,,,,,Full-time employee,,Software Engineer,,15,7,Senior,,Python,"Java / Scala,Javascript / Typescript, React,NodeJS,AWS,SQL",1,English,No,,,1000+,80000,110000,78000,31,,,,,,
,Hamburg,,,,,Full-time employee,,Software Engineer,,10,3,Senior,,Ruby,Other,1,"English,German",No,,,101-1000,80000,80000,73000,29,,,,,,
,Hamburg,,,,,Full-time employee,,Software Engineer,,7,2,Middle,,Java,"Java / Scala,Javascript / Typescript,Angular,Kubernetes,Docker",0,"English,German",No,,,11-50,75000,80000,65000,30,,,,,,
,Hamburg,,,,,Full-time employee,,Product Manager,,1,0,Middle,,Other,,0,English,No,,,1000+,70000,70000,,26,,,,,,
,Hamburg,,,,,Full-time employee,,Tech Lead / Team Lead,,10,7,Lead,,Java,"Javascript / Typescript,NodeJS,Docker,Kubernetes,AWS",4,"English,German,Russian",Yes,,,101-1000,70000,77000,65000,30,,,,,,
,Hamburg,,,,,Full-time employee,,ML Engineer,,3,3,Middle,,C# / .NET,"Python,C / C++",3,"German,English",No,,,11-50,60000,64000,52000,30,,,,,,
,Hamburg,,,,,Full-time employee,,Software Engineer,,7,3,Middle,,Python,,3,English,Yes,,,1000+,60000,100000,82000,30,,,,,,
,Hamburg,,,,,Full-time employee,,Backend Developer,,3,3,Middle,,JavaScript / Typescript," React,NodeJS,SQL,Docker",0,"English,German",Yes,,,101-1000,61000,64000,56000,Unlimited,,,,,,
,Hamburg,,,,,Full-time employee,,Mobile Developer,,11,9,Senior,,Swift,,3,English,No,,,101-1000,75000,75000,70000,28,,,,,,
,Hamburg,,,,,Full-time employee,,Software Engineer,,12,8,Middle,,Kotlin,"Java / Scala,SQL,AWS,Docker",3,"English,German",No,,,101-1000,72400,74000,69000,28,,,,,,
,Hamburg,,,,,Full-time employee,,Other,Support Engineer,20,3,Senior,,Other,"Kubernetes,AWS",3,English,No,,,101-1000,65000,75000,73000,28,,,,,,
,Hamburg,,,,,Full-time employee,,Frontend Developer,,5,3,Senior,,JavaScript / Typescript, React,2,English,No,,,101-1000,69000,70000,60000,30,,,,,,
,Hamburg,,,,,Full-time employee,,BI Developer / Data Engineer,,5,2,,,Scala,"Kubernetes,Docker,Other",,English,No,,,101-1000,65000,66500,,28,,,,,,
,Hamburg,,,,,Full-time employee,,Backend Developer,,5,2,Middle,,Scala,"AWS,Docker,Kubernetes",0,English,No,,,1000+,75000,75000,55000,28,,,,,,
,Hamburg,,,,,Full-time employee,,Head / Principal / VP,,15,6,Lead,,Java,"Kotlin,Java / Scala,Javascript / Typescript, React,NodeJS,SQL,AWS,Kubernetes,Terraform,Docker",4,"English,Russian,German",No,,,101-1000,85000,105000,95000,30,,,,,,
,Hamburg,,,,,Full-time employee,,Data Scientist,,6,6,Middle,,Python,"SQL,Docker,Azure",2,"English,German,Russian",Yes,,,1000+,71000,80000,80000,30,,,,,,
,Hamburg,,,,,Full-time employee,,Engineering Manager,,8,3,Lead,,NodeJS,"NodeJS,Javascript / Typescript,Go,AWS,Google Cloud,Docker,Kubernetes",0,English,No,,,101-1000,85000,100000,70000,30,,,,,,
,Hamburg,,,,,Full-time employee,,BI Developer / Data Engineer,,2,2,Other,consultant ,SQL,,2,"German,English",Yes,,,11-50,50000,54000,39000,28,,,,,,
,Hamburg,,,,,Full-time employee,,Data Scientist,,1,0,Middle,,Python,"Docker,Javascript / Typescript,SQL",0,"German,English",No,,,101-1000,46000,46000,,30,,,,,,
,Hamburg,,,,,Full-time employee,,Frontend Developer,,10,7,Middle,,JavaScript / Typescript,,3,"English,German",No,,,11-50,56000,56000,,30,,,,,,
,Hamburg,,,,,Full-time employee,,Other,Product Director,10,3,Lead,,Other,,0,"English,German,Russian",No,,,101-1000,100000,110000,95000,27,,,,,,
,Hamburg,,,,,Full-time employee,,Backend Developer,,8,1,Senior,,Python,"Javascript / Typescript,SQL,AWS,Kubernetes,Docker",1,English,No,,,11-50,62500,62500,,25,,,,,,
,Hamburg,,,,,Full-time employee,,Data Scientist,,5,5,Middle,,Python,"SQL,Docker",2,English,Yes,,,1000+,75000,80000,70000,30,,,,,,
,Hamburg,,,,,Self-employed (freelancer),,Designer (UI/UX),,12,12,Senior,,Other,,0,"German,English",Yes,,,11-50,,,,,75,1472,14,,,
,Hamburg,,,,,Full-time employee,,Data Scientist,,3,3,Junior,,Python,"SQL,Google Cloud,Kubernetes",1,English,Yes,,,101-1000,41000,41000,,28,,,,,,
,Hamburg,,,,,Full-time employee,,Software Engineer,,6,6,Middle,,Ruby,"Javascript / Typescript,Angular",5,"German,English",Yes,,,51-100,61080,62417,52800,30,,,,,,
,Hamburg,,,,,Full-time employee,,Software Engineer,,3,3,Middle,,Python,"Javascript / Typescript, React,SQL",3,English,No,,,1000+,51300,53500,48000,30,,,,,,
,Hamburg,,,,,Full-time employee,,Frontend Developer,,9,4,Middle,,JavaScript / Typescript,NodeJS,0,English,No,,,1000+,63000,63000,43000,30,,,,,,
,Hamburg,,,,,Full-time employee,,Software Engineer,,15,2,Senior,,JavaScript / Typescript,"PHP,Angular,SQL",1,"English,German,Russian",No,,,1000+,62000,65000,65000,28,,,,,,
,Hamburg,,,,,Full-time employee,,Software Engineer,,7,3,Senior,,Java,"Javascript / Typescript,Angular,NodeJS,Python,Java / Scala,SQL,Docker",1,German,No,,,11-50,56000,60000,,24,,,,,,
,Hamburg,,,,,Full-time employee,,Software Engineer,,22,11,Lead,,C / C++,"C# / .NET core,.NET,SQL",11,"English,German,Russian",No,,,up to 10,47000,0,0,30,,,,,,
,Hamburg,,,,,Full-time employee,,C-level (CTO / CEO / ...),,12,6,Head,,PHP,"Java / Scala,Javascript / Typescript, React,NodeJS,SQL,Docker",2,"English,German",No,,,up to 10,75000,75000,90000,30,,,,,,
,Hamburg,,,,,Full-time employee,,Frontend Developer,,2,0,Middle,,JavaScript / Typescript, React,0,English,No,,,1000+,60000,60000,,30,,,,,,
,Hamburg,,,,,Full-time employee,,Tech Lead / Team Lead,,12,7,Lead,,Java,"Java / Scala,Javascript / Typescript",5,English,No,,,101-1000,90000,20000,110000,25,,,,,,
,Hamburg,,,,,Full-time employee,,Software / Solutions Architect,,20,5,Lead,,Java,"Java / Scala,Docker,Terraform,AWS,Angular",5,"English,German",No,,,101-1000,90000,100000,100000,28,,,,,,
,Hamburg,,,,,Full-time employee,,Head / Principal / VP,,10,7,Head,,Kotlin,"Java / Scala,Azure",5,English,No,,,11-50,100000,100000,100000,24,,,,,,
,Hamburg,,,,,Full-time employee,,Network / Security Engineer / System Administrator,,18,0,Middle,,Bash,,0,German,No,,,11-50,50000,50000,,27,,,,,,
,Hamburg,,,,,Full-time employee,,Software Engineer,,12,3,Senior,,PHP,"Javascript / Typescript, React,SQL,AWS,Docker,Kubernetes",2,English,Not relevant to me,,,1000+,73000,91000,84000,28,,,,,,
,Hamburg,,,,,Full-time employee,,C-level (CTO / CEO / ...),,15,15,Other,C-Level,Java,Java / Scala,10,"English,German",Yes,,,1000+,275000,612500,582500,30,,,,,,
,Hamburg,,,,,Full-time employee,,Software Engineer,,5,3,Middle,,Java,"Python,Other,Docker",0,English,Yes,,,101-1000,57000,57000,42000,30,,,,,,
,Hamburg,,,,,Full-time employee,,Tech Lead / Team Lead,,5,5,Lead,,Python,"Python,Docker,Kubernetes",4,"English,German",Yes,,,51-100,80000,82000,70000,30,,,,,,
,Hamburg,,,,,Full-time employee,,Mobile Developer,,5,3,Middle,,Swift,,3,English,No,,,1000+,66000,66000,50000,28,,,,,,
,Hamburg,,,,,Full-time employee,,Data Scientist,,5,5,Middle,,Python,"SQL,Docker,Other",0,German,Yes,,,up to 10,72000,75000,,30,,,,,,
,Hamburg,,,,,Full-time employee,,Backend Developer,,11,1,Senior,,Ruby,"Ruby,AWS,Kubernetes,Terraform,Docker",0,English,No,,,101-1000,75000,80000,,30,,,,,,
,Hamburg,,,,,Full-time employee,,Tech Lead / Team Lead,,15,7,Lead,,Java,Javascript / Typescript,5,English,No,,,101-1000,90000,100000,85000,25,,,,,,
,Heidelberg,,,,,Full-time employee,,Frontend Developer,,6,0,Middle,,JavaScript / Typescript,Angular,0,English,No,,,101-1000,55000,55000,,28,,,,,,
,Heidelberg,,,,,Full-time employee,,Software Engineer,,9,1,,,JavaScript / Typescript,"C# / .NET core,Angular,.NET",1,"English,German",Yes,,,101-1000,5000,5000,5000,28,,,,,,
,Heidelberg,,,,,Full-time employee,,ML Engineer,,9,6,Senior,,Python,"Python,Javascript / Typescript,Docker,Kubernetes,Azure,Other",0,"English,German,Russian",No,,,1000+,105000,125000,90000,30,,,,,,
,Ingolstadt,,,,,Full-time employee,,DevOps,,20,0,Senior,,Python,"Ruby,Perl,Docker,Terraform,AWS,Kubernetes",0,"Russian,English",No,,,51-100,66,77,,30,,,,,,
,Ingolstadt,,,,,Full-time employee,,DevOps,,10,5,Lead,,Python,"Ruby,Docker,Kubernetes",4,English,No,,,101-1000,80000,110000,,30,,,,,,
,Karlsruhe,,,,,Full-time employee,,Software Engineer,,12,6,Senior,,C# / .NET,"C# / .NET core,Javascript / Typescript",0,German,No,,,1000+,83000,90000,,32,,,,,,
,Karlsruhe,,,,,Full-time employee,,Software Engineer,,6,6,Middle,,Python,"Java / Scala,Kotlin,Javascript / Typescript,Docker,Angular",6,"English,German",Yes,,,11-50,58000,58000,55000,30,,,,,,
,Karlsruhe,,,,,Full-time employee,,Data Scientist,,4,2,Middle,,Python,,2,English,No,,,51-100,58000,59000,,30,,,,,,
,Karlsruhe,,,,,Full-time employee,,Software Engineer,,15,9,Senior,,Java,Docker,1,"English,German,Russian",No,,,1000+,75000,75000,75000,30,,,,,,
,Karlsruhe,,,,,Full-time employee,,Product Manager,,5,5,Middle,,Other,,2,"English,German,Russian",Yes,,,101-1000,57000,57000,,30,,,,,,
,Karlsruhe,,,,,Full-time employee,,Software Engineer,,3,3,Middle,,Other,Python,2,German,Yes,,,51-100,60000,72000,72000,30,,,,,,
,Karlsruhe,,,,,Full-time employee,,Software / Solutions Architect,,15,6,Senior,,Java,"Kubernetes,AWS,SQL",6,English,No,,,101-1000,82500,90000,,28,,,,,,
,Karlsruhe,,,,,Full-time employee,,Backend Developer,,8,4,Senior,,Java,"Kotlin,Javascript / Typescript, React,SQL,AWS,Kubernetes,Docker",0,English,No,,,51-100,75000,75000,74000,30,,,,,,
,Karlsruhe,,,,,Full-time employee,,Backend Developer,,22,8,Senior,,Java,"SQL,Docker",8,"English,German",No,,,11-50,53000,53000,53000,,,,,,,
,Karlsruhe,,,,,Full-time employee,,QA Engineer,,5,0,Middle,,Python,,0,English,No,,,51-100,55000,55000,,30,,,,,,
,Karlsruhe,,,,,Founder,,C-level (CTO / CEO / ...),,7,7,Head,,Java,"Javascript / Typescript, React,AWS,Kubernetes,Docker",2,"English,German",Yes,,,up to 10,60000,100000,60000,25,,,,,,
,Karlsruhe,,,,,Full-time employee,,Software Engineer,,14,3,Senior,,C# / .NET,"Java / Scala,C# / .NET core,Javascript / Typescript, React,.NET,SQL,Azure",3,"English,Russian",No,,,11-50,57600,57600,57600,28,,,,,,
,Karlsruhe,,,,,Full-time employee,,Engineering Manager,,15,8,Head,,C# / .NET,"Javascript / Typescript,Angular,SQL,Azure,Kubernetes,Docker",0,"English,German",No,,,51-100,80000,0,74000,30,,,,,,
,Karlsruhe,,,,,Full-time employee,,Engineering Manager,,20,8,Lead,,C# / .NET,"Python,C# / .NET core, React,Javascript / Typescript,Kubernetes,Google Cloud,Azure,Terraform,Docker",3,"English,German",No,,,1000+,95000,115000,100000,30,,,,,,
,Karlsruhe,,,,,Full-time employee,,Software Engineer,,2,2,Junior,,Java,"Javascript / Typescript,Swift,Angular,SQL,Azure,Terraform,Docker",0,German,Yes,,,101-1000,55000,50000,54000,30,,,,,,
,Konstanz,,,,,Full-time employee,,Software Engineer,,6,6,Senior,,PHP,"Javascript / Typescript,Docker",6,German,Yes,,,51-100,65000,70000,66000,25,,,,,,
,Konstanz,,,,,Full-time employee,,Tech Lead / Team Lead,,19,9,Lead,,C / C++,,8,"German,English",No,,,11-50,84500,90000,89000,30,,,,,,
,Mannheim,,,,,Full-time employee,,ML Engineer,,4,4,Senior,,Python,"Azure,Docker",0,"English,German",No,,,1000+,83000,15000,65000,30,,,,,,
,Mannheim,,,,,Full-time employee,,Backend Developer,,5,1,Senior,,Java,"Javascript / Typescript,SQL,Google Cloud,Other",0,English,No,,,1000+,62000,67500,,30,,,,,,
,Mannheim,,,,,Full-time employee,,Scrum Master / Agile Coach,,5,2,,,Go,PHP,0,"English,German",No,,,11-50,51200,62400,61000,35,,,,,,
,Mannheim,,,,,Full-time employee,,Product Manager,,5,4,Senior,,SQL,,2,"English,German,Russian",No,,,101-1000,60000,70000,55000,30,,,,,,
,Munich,,,,,Full-time employee,,Frontend Developer,,8,5,Senior,,JavaScript / Typescript,"Javascript / Typescript, React",0,English,No,,,101-1000,72000,79000,57000,30,,,,,,
,Munich,,,,,Full-time employee,,Backend Developer,,6,3,Senior,,Java,"Docker,SQL,Javascript / Typescript",3,"English,German",No,,,51-100,75000,3000,75000,29,,,,,,
,Munich,,,,,Full-time employee,,DevOps,,12,4,Senior,,Bash,"Python,Go,AWS,Kubernetes,Terraform,Docker",2,"English,German",No,,,1000+,108000,140000,110000,28,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,14,4,Senior,,Other,Java / Scala,4,"English,German,Russian",No,Proprietary language,,1000+,89000,150000,120000,28,,,,,,
,Munich,,,,,Full-time employee,,Frontend Developer,,13,2,Lead,,JavaScript / Typescript,"Javascript / Typescript, React,NodeJS,AWS",2,"Russian,English",No,,,11-50,85000,85000,85000,29,,,,,,
,Munich,,,,,Full-time employee,,BI Developer / Data Engineer,,20,10,Senior,,Other,"SQL,Azure,Other",8,English,No,,,1000+,91000,95000,93000,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,6,4,Senior,,JavaScript / Typescript," React,Angular,Javascript / Typescript",2,English,No,,,51-100,80000,80000,80000,32,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,15,10,Senior,,Python,"Docker,AWS,Go, React,Javascript / Typescript",1,English,No,,,1000+,117000,142000,132000,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,10,5,Senior,,PHP,"Javascript / Typescript, React,SQL,AWS,Docker",0,English,Yes,,,1000+,75000,87500,65000,28,,,,,,
,Munich,,,,,Full-time employee,,Software / Solutions Architect,,8,3,Senior,,Other,,3,English,No,,,1000+,85000,90000,75000,30,,,,,,
,Munich,,,,,Full-time employee,,Other,Business analyst ,10,1,Lead,,Python,SQL,8,"English,Russian",No,,,1000+,76000,80000,,30,,,,,,
,Munich,,,,,Full-time employee,,Other,Senior Developer in Test,6,3,Senior,,Kotlin,"Swift,Other",0,English,No,,,1000+,92000,114000,77000,30,,,,,,
,Munich,,,,,Full-time employee,,Engineering Manager,,25,3,Head,,Swift,"Swift,Javascript / Typescript,NodeJS,SQL,Go,Docker",3,English,No,,,51-100,82000,86000,86000,30,,,,,,
,Munich,,,,,Full-time employee,,Engineering Manager,,20,6,Senior,,Other,,2,"English,German,Russian",No,,,1000+,127000,127000,125000,33,,,,,,
,Munich,,,,,Full-time employee,,Software / Solutions Architect,,7,3,Senior,,Java,,0,"German,English,Russian",No,,,51-100,45000,50000,50000,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,21,8,Middle,,Java,SQL,5,"Russian,German",No,,,1000+,59000,2000,60000,30,,,,,,
,Munich,,,,,Founder,,Tech Lead / Team Lead,,22,22,Head,,C / C++,,4,"German,Russian",Yes,,,up to 10,200000,250000,250000,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,5,3,Senior,,JavaScript / Typescript,"Python,Javascript / Typescript,AWS",0,"English,Russian",No,,,101-1000,85000,85000,67500,30,,,,,,
,Munich,,,,,Full-time employee,,Software / Solutions Architect,,12,0,Head,,NodeJS,"Javascript / Typescript,NodeJS,SQL,Kubernetes,Docker,Terraform,AWS",7,English,No,,,1000+,110000,150000,,30,,,,,,
,Munich,,,,,Full-time employee,,Engineering Manager,,16,5,Head,,Other,"Google Cloud,Azure,Kubernetes,Terraform,Docker,AWS",0,"English,Russian",No,,,1000+,135000,150000,110000,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,17,4,Lead,,Python,"Javascript / Typescript,Kubernetes,Docker,Java / Scala,Azure",2,English,No,,,101-1000,78000,80000,75000,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,15,1,Senior,,C# / .NET,"SQL,Javascript / Typescript",1,English,No,,,1000+,80000,80000,,30,,,,,,
,Munich,,,,,Self-employed (freelancer),,BI Developer / Data Engineer,,13,5,Senior,,SQL,"Azure,AWS,SQL",2,"English,German,Russian",No,,,up to 10,,,,,110,2000,5,20000,,
,Munich,,,,,Full-time employee,,Software / Solutions Architect,,14,1,Middle,,Other,"AWS,Kubernetes,Python,Javascript / Typescript,NodeJS,Docker",0,"Russian,English",No,,,1000+,93000,110000,,28,,,,,,
,Munich,,,,,Part-time employee,,Other,Project assistant ,10,1,Junior,,Other,,0,German,No,,,101-1000,25200,0,0,31,,,,,,25
,Munich,,,,,Full-time employee,,Other,Data analyst,5,5,Senior,,SQL,,5,"English,Russian",No,,,101-1000,60000,61000,52500,27,,,,,,
,Munich,,,,,Full-time employee,,QA Engineer,,9,5,Senior,,Kotlin,"Java / Scala,AWS,Docker",1,English,No,,,101-1000,80000,80000,75000,30,,,,,,
,Munich,,,,,Full-time employee,,Other,Senior Project Manager,16,1,Senior,,Other,,3,English,No,,,1000+,121000,20000,,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,15,3,Senior,,C / C++,Javascript / Typescript,,"English,German",No,,,101-1000,90000,5000,75000,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,27,7,Middle,,Java,"Javascript / Typescript,NodeJS,Python,Other",7,English,No,,,1000+,100000,180000,170000,30,,,,,,
,Munich,,,,,Full-time employee,,QA Engineer,,13,13,Senior,,Java,,10,"Russian,German,English",Yes,,,101-1000,75000,75000,75000,30,,,,,,
,Munich,,,,,Full-time employee,,QA Engineer,,12,1,Senior,,Java,"Java / Scala,Python,Ruby,SQL,Docker,AWS",0,English,No,,,51-100,73500,73500,63000,27,,,,,,
,Munich,,,,,Full-time employee,,Network / Security Engineer / System Administrator,,24,7,Senior,,Bash,"PHP,Perl,Kubernetes,Docker",1,"English,Russian",No,,,1000+,110000,140000,,30,,,,,,
,Munich,,,,,Full-time employee,,Frontend Developer,,15,9,Senior,,JavaScript / Typescript, React,0,"English,Russian",No,,,101-1000,82000,82000,72000,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,4,4,Junior,,Java,"Python,SQL",4,"German,Russian",No,,,11-50,45000,48000,45000,28,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,20,2,Middle,,C / C++,,2,"English,Russian",No,,,101-1000,68000,72000,72000,28,,,,,,
,Munich,,,,,Full-time employee,,Product Manager,,18,5,Senior,,Other,"AWS,Google Cloud,Azure",2,English,No,,,1000+,100000,125000,,,,,,,,
,Munich,,,,,Full-time employee,,Software / Solutions Architect,,20,2,Senior,,Other,"AWS,Azure",2,"English,Russian",No,,,1000+,105000,105000,90000,30,,,,,,
,Munich,,,,,Full-time employee,,DevOps,,12,2,Senior,,Bash,"Azure,AWS,Kubernetes",,"Russian,English",No,,,101-1000,84000,98000,,30,,,,,,
,Munich,,,,,Full-time employee,,QA Engineer,,11,3,Senior,,C# / .NET,"SQL,Other",1,"German,Russian",No,,,1000+,58000,61000,60000,30,,,,,,
,Munich,,,,,Full-time employee,,Software / Solutions Architect,,18,3,Senior,,Perl,"Kotlin,Javascript / Typescript,Perl,Docker,Azure,Rust",8,English,No,,,101-1000,81000,0,0,30,,,,,,
,Munich,,,,,Part-time employee,,Frontend Developer,,8,4,Middle,,JavaScript / Typescript, React,2,"English,German",No,,,101-1000,48000,48000,48000,30,,,,,,32
,Munich,,,,,Full-time employee,,Backend Developer,,16,3,Senior,,PHP,"Javascript / Typescript,Angular",0,"English,German",No,,,101-1000,83000,83000,75000,28,,,,,,
,Munich,,,,,Full-time employee,,QA Engineer,,7,3,Middle,,Java,"Javascript / Typescript,SQL",3,"English,Russian",No,,,1000+,62000,65000,62000,26,,,,,,
,Munich,,,,,Full-time employee,,Tech Lead / Team Lead,,5,0,Lead,,Kotlin,"Javascript / Typescript,C / C++,Docker",4,English,No,,,1000+,103000,10000,,30,,,,,,
,Munich,,,,,Full-time employee,,BI Developer / Data Engineer,,7,0,Senior,,SQL,Python,0,"English,German",No,,,101-1000,68000,0,,30,,,,,,
,Munich,,,,,Full-time employee,,DevOps,,8,3,Senior,,Bash,"Kubernetes,Docker,Other",3,"English,German,Russian",No,,,101-1000,65000,70000,65,28,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,2,2,Middle,,Kotlin,"Java / Scala,AWS,Terraform",2,"English,Russian",No,,,101-1000,69000,69000,68000,25,,,,,,
